Price,ZAR
Ticker,USDZAR=X
Date,
2012-07-25,8.51609992980957
2012-07-26,8.403599739074707
2012-07-27,8.248700141906738
2012-07-30,8.181599617004395
2012-07-31,8.1875
2012-08-01,8.25220012664795
2012-08-02,8.32979965209961
2012-08-03,8.361200332641602
2012-08-06,8.127599716186523
2012-08-07,8.16349983215332
2012-08-08,8.168299674987793
2012-08-09,8.09000015258789
2012-08-10,8.080400466918945
2012-08-13,8.095600128173828
2012-08-14,8.148900032043457
2012-08-15,8.183500289916992
2012-08-16,8.219499588012695
2012-08-17,8.215299606323242
2012-08-20,8.311599731445312
2012-08-21,8.321700096130371
2012-08-22,8.252599716186523
2012-08-23,8.218899726867676
2012-08-24,8.324299812316895
2012-08-27,8.385499954223633
2012-08-28,8.438799858093262
2012-08-29,8.398309707641602
2012-08-30,8.4173002243042
2012-08-31,8.493599891662598
2012-09-03,8.420599937438965
2012-09-04,8.386300086975098
2012-09-05,8.413999557495117
2012-09-06,8.405799865722656
2012-09-07,8.30049991607666
2012-09-10,8.185090065002441
2012-09-11,8.164999961853027
2012-09-12,8.169699668884277
2012-09-13,8.322400093078613
2012-09-14,8.25220012664795
2012-09-17,8.228819847106934
2012-09-18,8.258999824523926
2012-09-19,8.185799598693848
2012-09-20,8.262100219726562
2012-09-21,8.300600051879883
2012-09-24,8.254799842834473
2012-09-25,8.243399620056152
2012-09-26,8.228099822998047
2012-09-27,8.223099708557129
2012-09-28,8.226200103759766
2012-10-01,8.313599586486816
2012-10-02,8.360699653625488
2012-10-03,8.361000061035156
2012-10-04,8.413100242614746
2012-10-05,8.498700141906738
2012-10-08,8.751099586486816
2012-10-09,8.89109992980957
2012-10-10,8.769100189208984
2012-10-11,8.73840045928955
2012-10-12,8.66450023651123
2012-10-15,8.766300201416016
2012-10-16,8.79170036315918
2012-10-17,8.685700416564941
2012-10-18,8.598799705505371
2012-10-19,8.64430046081543
2012-10-22,8.662500381469727
2012-10-23,8.627099990844727
2012-10-24,8.744099617004395
2012-10-25,8.774999618530273
2012-10-26,8.725799560546875
2012-10-29,8.662199974060059
2012-10-30,8.675299644470215
2012-10-31,8.633199691772461
2012-11-01,8.672599792480469
2012-11-02,8.631699562072754
2012-11-05,8.73799991607666
2012-11-06,8.721799850463867
2012-11-07,8.633700370788574
2012-11-08,8.630510330200195
2012-11-09,8.703399658203125
2012-11-12,8.692999839782715
2012-11-13,8.745039939880371
2012-11-14,8.784799575805664
2012-11-15,8.888500213623047
2012-11-16,8.92140007019043
2012-11-19,8.854399681091309
2012-11-20,8.846099853515625
2012-11-21,8.84160041809082
2012-11-22,8.968420028686523
2012-11-23,8.933099746704102
2012-11-26,8.86989974975586
2012-11-27,8.845999717712402
2012-11-28,8.835800170898438
2012-11-29,8.820300102233887
2012-11-30,8.777099609375
2012-12-03,8.890199661254883
2012-12-05,8.783900260925293
2012-12-06,8.766500473022461
2012-12-07,8.689200401306152
2012-12-10,8.67080020904541
2012-12-11,8.667900085449219
2012-12-12,8.656000137329102
2012-12-13,8.652700424194336
2012-12-14,8.652000427246094
2012-12-17,8.631799697875977
2012-12-18,8.524900436401367
2012-12-19,8.45199966430664
2012-12-20,8.492400169372559
2012-12-21,8.481599807739258
2012-12-24,8.555899620056152
2012-12-25,8.561300277709961
2012-12-26,8.580599784851074
2012-12-27,8.565699577331543
2012-12-28,8.476799964904785
2012-12-31,8.47089958190918
2013-01-01,8.39780044555664
2013-01-02,8.449700355529785
2013-01-03,8.478099822998047
2013-01-04,8.587699890136719
2013-01-07,8.555399894714355
2013-01-08,8.560500144958496
2013-01-09,8.573599815368652
2013-01-10,8.589099884033203
2013-01-11,8.656100273132324
2013-01-14,8.7322998046875
2013-01-15,8.700799942016602
2013-01-16,8.802820205688477
2013-01-17,8.802200317382812
2013-01-18,8.812800407409668
2013-01-21,8.876620292663574
2013-01-22,8.856100082397461
2013-01-23,8.843600273132324
2013-01-24,9.062600135803223
2013-01-25,9.065400123596191
2013-01-28,8.94320011138916
2013-01-29,9.094499588012695
2013-01-30,9.02079963684082
2013-01-31,9.018699645996094
2013-02-01,8.958100318908691
2013-02-04,8.852700233459473
2013-02-05,8.911199569702148
2013-02-06,8.820099830627441
2013-02-07,8.900699615478516
2013-02-08,8.911100387573242
2013-02-11,8.872099876403809
2013-02-12,8.907919883728027
2013-02-13,8.905099868774414
2013-02-14,8.859199523925781
2013-02-15,8.777199745178223
2013-02-18,8.859299659729004
2013-02-19,8.885600090026855
2013-02-20,8.852100372314453
2013-02-21,8.902999877929688
2013-02-22,8.889599800109863
2013-02-25,8.884499549865723
2013-02-26,8.824600219726562
2013-02-27,8.832900047302246
